synindex,class,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54
0,0,0.399062,1,0.660417,0.620521,0.241954,0.913498,0.601066,0.0170249,0.395741,66.9036,111.447,133.692,10.2756,11.5381,13.7251,0.481183,-0.281189,-0.802248,69.7928,-8.87734,-11.6836,3.16685,1.67215,2.0754,-0.818861,-0.186863,-0.260278,57.6502,1,6.0949,59.5651,0.281986,13.8822,0.0641556,4.38474,2.03812,102.039,0.639583,150.114,65.1036,-0.174809,66.2459,13.297,132.651,35.1712,0.498443,0.354167,0.0216681,82.2489,-7.01774,23.9977,18.8859,0.0644676,0.0861267
0,0,0.46349,1,0.75,0.521921,0.664462,1.19885,0.769023,0.0271816,0.382014,122.716,116.807,106.7,29.2329,28.9595,31.064,0.230099,0.345852,0.544823,72.9258,0.115482,4.46903,7.54882,2.9959,3.70182,-0.430235,-1.21855,0.157117,61.0507,0.227083,4.82094,28.709,0.145856,7.15379,0.912675,1.20879,1.34942,136.036,0.108333,52.5243,29.7833,0.359303,31.8988,3.27115,90.6231,20.7728,0.6876,0.60278,0.0939549,168.518,1.12448,45.6506,18.2633,0.0382118,0.920714
0,0,0.316001,1,0.5,0.574878,0.826502,1.01291,0.404869,0.0284589,0.367998,216.553,198.732,171.869,39.1568,40.3025,39.4517,-1.90024,-1.79492,-1.54115,90.4445,0.691868,8.27937,8.50256,0.993287,2.13086,-2.18655,3.58037,2.14728,81.9454,0.766667,-0.250926,44.31,0.259922,19.5513,0.177751,-2.32678,0.435064,114.226,0.308333,89.6846,80.0532,0.278766,28.058,4.75626,113.03,59.0173,0.223434,0.374537,0.0633105,117.796,0.704979,8.20408,10.7254,0.129971,0.335695
0,0,0.246319,1,0.338889,0.520259,0.254271,1.01681,0.262145,0.0266187,0.273156,198.906,179.274,166.571,28.1737,27.0207,24.3719,-0.650248,-0.49518,-0.0990108,87.5038,2.39332,4.66288,5.25783,1.11881,3.66845,-0.76786,0.784945,-0.953339,65.7713,0.314583,3.21408,16.44,0.391365,10.2568,0.207127,-3.36057,-0.432804,64.1523,0.0805556,242.025,17.9404,5.02243,57.253,8.80779,170.47,63.0221,0.633073,0.456967,0.084406,103.851,-0.447303,81.6997,14.8536,0.0904688,0.883181
0,0,0.104959,0.36875,0.427778,0.207672,0.836708,0.304841,0.378658,0.0274026,0.334617,100.659,98.1349,78.5526,41.796,36.3912,32.9263,0.0665403,-0.144537,-0.0635123,66.5104,-2.60488,8.92802,11.8513,3.41427,4.51763,-0.695858,0.152049,1.99792,30.7893,0.939583,-0.281417,22.471,0.96727,9.56786,0.178735,-9.17275,-11.2828,202.276,0.825,140.572,24.9643,-0.355029,49.3811,15.6759,132.836,79.6321,0.844001,0.132298,0.0371956,155.612,0.968808,34.567,20.2138,0.01011,0.274499
1,1,0.113935,0.944444,0.19375,0.602978,0.0716989,0.957765,0.167548,0.0408371,0.377356,122.498,90.5239,53.9748,21.9875,21.3345,20.6482,0.140858,0.489028,0.855173,66.9151,3.62189,21.676,6.20949,2.42713,5.45595,-0.145861,0.597245,-0.198244,82.9617,0.116667,5.08929,23.2035,0.463662,20.2017,0.119512,-7.17454,1.09956,167.455,0.472222,111.215,35.1662,2.23353,48.0515,7.18835,88.6196,11.5043,0.395436,0.441422,0.0940405,41.9367,-0.374368,23.4211,11.1909,0.796777,0.746585
1,1,0.12522,0.2625,0.552778,0.554818,0.59553,0.23695,0.52329,0.0263888,0.137034,121.062,80.1638,42.4093,56.01,54.6216,45.9182,0.4095,0.99315,1.60727,61.4064,7.96326,29.9936,16.4426,10.0243,12.6663,0.15267,2.39674,0.366032,70.6348,0.445833,-14.7173,52.4077,0.371723,9.08234,0.775781,5.89561,0.458989,92.7926,0.622222,68.4352,23.0796,0.748652,12.7646,2.14945,162.597,25.6657,0.749302,0.253333,0.11266,83.742,1.72527,64.5486,16.11,0.233924,0.261606
1,1,0.0165856,0.133333,0.177778,0.151479,0.193604,0.122838,0.137723,0.0753664,0.300293,95.1793,94.3395,90.3262,60.6446,57.449,52.6025,1.05613,1.20666,1.4882,64.2875,-0.25958,1.31386,15.3354,4.73883,7.52206,0.727726,3.85823,1.10422,65.2256,0.495833,0.0701684,4.56473,0.207842,3.02481,0.352666,-6.96763,0.162039,64.1632,0.294444,196.31,53.1064,0.615822,28.0971,2.60226,27.9525,25.7394,0.80544,0.458823,0.0815152,131.428,-2.24692,61.4661,5.2236,0.185191,0.0474894
1,1,0.0103762,0.0770833,0.175,0.378854,0.214155,0.0631096,0.172644,0.101506,0.230802,83.1154,64.3938,43.3263,20.3034,15.098,11.2657,0.149696,0.188277,0.625814,57.8159,2.78185,14.6502,5.63821,2.51799,8.83057,-0.0786873,0.787999,0.497917,64.9436,1,2.09144,8.9498,0.268504,6.50733,0.283053,0.5204,0.678596,45.5891,0.075,112.162,47.4615,0.750424,25.0164,11.6428,66.2078,12.3232,0.637671,0.347121,0.0694047,215.9,2.4008,8.74782,22.8687,0.253822,0.448341
1,1,0.156603,1,0.430556,0.624754,0.530741,1.03501,0.332032,0.0590887,0.636277,144.417,153.292,152.321,19.7525,19.1257,21.5945,-0.598881,-1.06453,-0.969147,81.2827,-1.97565,-0.278112,4.47,1.14227,1.75311,-1.85618,0.868736,2.55235,81.9534,0.35,0.259272,37.2245,0.397664,18.9054,0.120818,0.141117,0.758947,86.913,0.563889,20.0637,33.3231,4.71562,51.8443,10.1801,126.471,34.5599,0.529098,0.086182,0.0519959,81.8071,0.446144,12.4723,3.65685,0.408353,0.442211
0,0,0.0762847,0.272917,0.780556,0.93239,0.694821,0.202876,0.796237,0.0564406,0.6419,109.246,91.8132,59.5936,66.8986,57.6977,46.5912,0.221649,0.307132,0.644434,62.1689,-0.244801,18.8878,20.3001,4.08739,9.61692,-0.455147,-0.121861,0.796296,62.5248,0.272222,-3.64589,16.3559,0.302116,5.26845,0.283152,0.444082,1.31739,58.4633,0.670833,175.945,30.074,-0.903177,29.2748,15.3252,64.1553,46.5993,0.24268,0.369551,0.0311198,91.0319,1.02984,15.6009,8.54693,0.0169857,0.446852
1,0,0.0640509,0.320833,0.438889,0.281913,0.614293,0.275714,0.424765,0.0529454,0.545126,134.292,95.3374,79.3199,61.8281,66.9426,59.8478,0.934415,1.10091,1.1696,66.3246,9.99465,11.813,16.2977,4.96222,2.90979,0.848801,-0.786346,0.0540045,66.9006,0.189583,5.27242,9.12995,0.33587,10.2071,0.142406,-0.388935,4.28231,140.589,0.219444,98.6148,65.1822,0.907462,13.2579,12.4218,115.381,22.8807,0.153626,0.148153,0.0375613,159.107,2.82097,35.9172,3.07882,0.0615741,0.139913
2,0,0.350162,0.997917,0.447222,0.498321,0.191047,1.03482,0.384989,0.0221789,0.215394,138.94,174.839,207.25,8.75324,7.56001,3.22037,0.593849,0.263667,-0.545112,85.223,-3.56836,-10.675,1.47333,0.404112,1.64681,0.227114,0.114361,0.760594,64.9878,1,4.42923,3.4547,0.245091,20.9159,0.441989,2.16306,-0.062928,57.1782,0.579167,162.712,26.2828,0.184109,51.8805,9.14142,207.605,42.9936,0.556875,0.127672,0.0523895,79.0559,0.936055,63.7991,12.7429,0.445075,0.155997
3,0,0.396701,0.991667,0.808333,0.479801,0.433484,0.846997,0.666584,0.0194457,0.505111,107.565,142.643,66.2368,38.1923,41.8177,23.12,-0.322647,-1.22249,1.47202,75.2981,-17.9057,25.7846,11.2832,4.85637,10.9911,-1.49478,1.27612,-1.1408,34.8924,0.736111,0.253875,11.7028,0.240128,7.27287,0.698929,1.2025,-1.05995,116.993,0.141667,135.773,41.5157,1.24299,38.2642,9.88249,89.5911,31.8074,0.532939,0.378362,0.097417,30.4787,1.36909,48.5247,23.2022,0.246539,1.00315
4,0,0.272413,1,0.422222,0.420169,0.157922,0.866007,0.358733,0.0245576,0.354811,173.821,237.605,254.097,28.6378,13.4188,1.78664,0.737332,-0.457665,-14.2769,95.2398,-8.89153,-7.11794,2.54299,2.23238,3.81252,-0.157523,1.84223,0.003895,69.4921,0.984375,-6.47673,18.9805,0.450342,6.08634,0.87638,1.80803,0.147196,68.7138,0.252083,122.348,17.515,1.00308,16.7589,16.5923,203.67,8.99709,0.0934323,0.0894737,0.0225763,63.6337,2.17612,27.136,17.3363,0.0372917,0.294083
5,1,0.0927431,0.189583,0.544444,0.589562,0.278869,0.176893,0.528107,0.0331961,0.10148,125.104,79.1269,55.7898,29.8046,34.9442,26.027,-0.116426,0.0548264,0.608093,63.679,11.3206,17.3001,10.9139,6.62148,4.1925,-0.339147,0.387497,0.330846,57.9553,0.670833,-0.416258,45.2357,0.179073,11.8978,0.235938,-2.18842,-0.581994,120.85,0.994444,115.442,7.00816,2.49023,32.4676,13.128,131.293,4.14087,0.488103,0.216562,0.0242158,179.374,-0.244934,9.39489,13.4487,0.690752,0.518748
6,1,0.151725,0.495833,0.347222,0.242176,0.394712,0.473264,0.316906,0.0245251,0.118723,102.329,95.4609,95.638,64.5532,51.0161,48.6408,-0.00642817,0.32373,0.114077,65.1231,1.82586,0.352296,15.7413,8.89836,14.243,-0.210119,1.32868,-1.28819,88.6687,0.96875,6.3869,32.7152,0.404671,6.29213,0.11037,0.156827,1.0321,140.296,0.372222,155.913,25.5404,0.743808,8.60949,20.3304,104.875,39.3963,0.437863,0.334488,0.0458329,144.967,1.64646,17.9752,11.3353,0.202523,0.240396
7,1,0.172355,0.802778,0.541667,0.547054,0.719857,0.665582,0.406685,0.0338448,0.603633,81.4708,63.3042,49.7631,56.4247,52.2977,43.9507,1.22465,1.50857,2.041,53.5545,5.14997,10.0086,17.6883,2.70609,5.52132,0.611963,0.070271,1.02341,83.5389,0.320833,0.70513,35.8192,0.123432,0.213928,0.44121,4.82964,1.32488,102.008,0.285417,247.49,25.6675,2.66311,64.1009,19.0552,188.406,30.4189,0.51851,0.552179,0.0780829,135.713,0.934389,27.5284,17.03,0.0358912,0.578582
8,1,0.100249,0.285417,0.452778,0.57288,0.457966,0.253434,0.404584,0.0289211,0.224262,160.967,151.371,125.986,62.9035,56.6282,48.4177,-0.459471,-0.490679,-0.400886,79.4888,-0.965059,8.49169,14.5227,1.06843,4.83993,-1.06092,-0.880255,-0.655021,74.0675,0.197917,-1.91498,9.86897,0.132971,13.9169,0.304022,0.0738185,0.637397,42.8301,0.338889,79.7488,57.5905,0.271819,15.7856,8.7324,118.2,25.3804,0.797868,0.271157,0.0675676,93.4302,0.59051,32.6061,5.59214,0.0976042,1.06084
9,1,0.135359,0.513889,0.454167,0.818254,0.830644,0.462667,0.424192,0.0312527,0.420035,161.706,147.721,124.163,10.6703,10.3022,11.347,-1.05101,-0.953782,-0.126905,80.9226,0.298733,8.54299,2.30771,0.548523,1.59671,-1.12843,0.364689,-0.0254455,63.7884,1,0.326996,65.8088,0.244376,13.9845,0.267988,1.81809,-1.90763,48.2515,0.486111,205.667,33.5381,0.334957,24.7677,12.3597,43.466,0.35189,0.477654,0.216931,0.0210661,70.8659,-1.18283,19.0039,7.09376,0.0865857,0.336369
0,0,0.22239,0.945833,0.405556,0.64962,0.504912,0.80967,0.29911,0.0266465,0.420237,74.8518,59.0292,48.2485,35.8677,27.784,23.1226,1.02353,1.29257,1.69503,54.6576,3.67694,8.2659,10.6169,2.45239,6.77313,0.428311,-0.252871,0.0981802,62.3464,1,0.462816,27.9019,0.113249,5.08425,0.0522613,0.911858,-1.84887,108.3,0.841667,89.8573,8.42104,-1.46659,18.166,14.4731,192.443,11.798,0.070665,0.619199,0.0198555,180.373,3.88528,0.370357,5.86276,0.271244,0.155883
1,0,0.0217477,0.0833333,0.34375,0.625168,0.602599,0.0800597,0.276353,0.0981905,0.240808,91.5317,61.3156,48.7363,41.1912,36.6542,36.3543,0.586074,0.6736,0.749674,55.1729,9.63848,14.6751,15.3871,5.3302,8.90117,-0.540802,2.57825,1.3062,81.8575,1,-0.982778,33.3653,0.262582,4.61932,0.345829,2.66296,-0.145976,143.052,0.158333,27.4443,36.2202,1.63714,36.9817,9.70719,242.103,50.6008,0.195005,0.456954,0.025996,161.972,1.25044,55.9215,3.85912,0.0361285,0.48595
2,0,0.0610156,0.44375,0.315625,0.783169,0.0987263,0.452203,0.236247,0.0608195,0.564356,234.76,240.974,241.728,11.4641,7.49757,6.17088,-0.478789,-0.554073,-0.660921,97.6182,-0.889699,-0.503513,1.30277,0.620077,0.717713,-0.629689,-0.358771,-0.366501,71.5696,1,-10.1193,39.3196,0.420193,12.3341,0.284408,10.4839,-0.731074,183.004,0.4625,206.328,17.1282,1.09939,21.8733,3.65708,197.001,39.6276,0.0811508,0.517275,0.0701817,120.57,1.64973,22.3942,10.9053,0.0884722,1.13064
3,0,0.00454282,0.08125,0.113889,0.465069,0.860863,0.0514836,0.101139,0.159236,0.509068,175.541,158.388,138.388,61.2531,65.1524,64.4397,-0.51639,-0.495376,-0.337273,81.0353,1.99137,8.61192,15.8991,3.69312,5.26957,-1.03331,1.26279,1.92691,83.7047,0.14375,-0.0110963,52.2556,0.456381,11.2655,0.650601,-0.392158,1.45418,135.363,0.152778,146.813,56.2024,2.26207,42.6033,12.4716,114.442,0.26916,0.748819,0.201961,0.0316783,107.821,0.376683,26.6364,5.92334,0.38327,0.317805
4,0,0.406968,1,0.497222,0.536754,0.794422,0.983199,0.426473,0.018173,0.181518,28.0125,29.4561,18.1892,12.5278,12.2697,11.1736,4.29803,3.70135,5.44356,38.9401,-4.8233,11.5736,6.64643,2.68454,5.93432,1.14396,-0.287093,1.02235,44.7276,0.736111,0.587631,36.393,0.217979,9.35678,0.368253,9.81652,1.04115,82.4555,0.102778,112.2,59.8364,-0.205921,17.8284,14.781,90.0863,60.1783,0.503086,0.553488,0.0329604,179.531,2.02233,45.4526,20.4852,0.123194,0.353338
5,1,0.176036,1,0.235417,0.549846,0.19777,0.983754,0.184273,0.0289293,0.252237,115.54,132.655,157.879,44.6379,50.2606,58.7422,-0.230107,-0.254236,-0.211059,75.0804,-0.798754,-9.04992,13.0795,1.29546,2.33114,-0.64782,0.810509,-0.293408,51.5782,0.219444,-5.06178,45.8485,0.124345,8.56184,0.282031,0.446799,0.597168,75.2406,0.216667,94.1405,29.8995,1.31199,68.9485,33.2394,149.938,31.2714,0.51849,0.47913,0.0914362,242.614,1.46377,20.9675,14.1599,0.379861,0.315512
6,1,0.0657878,0.19375,0.565625,0.471115,0.717568,0.157336,0.469826,0.0450272,0.399691,74.6134,70.2015,74.6319,35.2309,34.7831,35.1367,0.106834,0.0159193,0.0861326,57.4598,2.85786,-1.62447,13.9732,8.97138,5.8707,-0.74219,3.12876,1.02707,78.2432,1,-1.68824,26.7725,0.097928,16.3299,0.427057,2.1926,-19.5152,68.4904,0.359375,124.829,7.76353,1.80016,22.9387,1.54419,83.9757,79.0016,0.505266,0.818333,0.0301423,182.301,1.04812,38.0721,14.8446,0.0114062,0.0865469
7,1,0.0923958,1,0.583333,0.39261,0.192895,1.17563,0.641865,0.0747839,0.841607,29.2082,14.8703,8.12702,12.1927,7.36244,4.75742,0.767278,0.545069,1.10425,30.2704,9.70747,15.4016,7.47752,4.50765,11.2154,-0.27193,1.23472,0.606989,78.0848,1,8.69515,31.1269,0.708535,10.0955,0.2979,0.269926,1.36481,106.722,0.372222,193.814,24.5245,0.0145862,33.0383,11.2602,135.35,13.5823,0.505037,0.0977778,0.128596,144.997,-0.500727,12.1865,6.73398,0.235846,0.99293
8,1,0.270266,0.95625,0.425,0.520094,0.610336,0.841784,0.332498,0.0221832,0.334985,130.497,88.7128,46.4329,66.9864,61.0478,52.5438,0.175735,0.692678,1.62531,62.7792,7.51554,31.9312,19.7647,7.61685,13.5043,-0.323077,1.00979,-0.37478,75.4792,0.266667,3.22062,26.1764,0.39534,19.3478,0.128417,-1.08013,-3.59177,176.11,0.416667,144.55,43.552,3.57437,40.6014,13.0844,151.097,20.3732,0.626946,0.432836,0.0587021,170.244,-12.6809,41.4873,8.99014,0.0105845,0.0875446
9,1,0.00446759,0.0416667,0.138889,0.0189011,0.653605,0.0375728,0.121811,0.146373,0.228,72.9041,48.2111,30.5531,39.9185,28.6346,21.0218,0.180805,0.674212,1.59733,49.7403,6.51314,16.5264,13.4171,6.58313,12.9221,-0.0498742,1.45172,0.516019,86.4183,0.320833,2.84613,14.2717,0.489837,5.62909,0.140908,10.901,0.754165,114.775,1,91.0152,20.771,-0.055155,28.8949,5.67661,126.124,18.5913,0.488258,0.321986,0.0248473,134.249,-0.71769,61.5452,6.33351,0.180411,0.26141
11,0,0.0450116,0.29375,0.211111,0.151949,0.439937,0.263176,0.176867,0.0438416,0.27417,194.1,196.588,211.758,23.7795,20.5228,16.7224,0.256652,0.46331,0.417239,90.3365,0.953691,-3.9265,3.7132,0.73851,2.20925,0.256072,-0.540129,-0.339123,72.3992,0.591667,0.855883,9.51949,0.0886046,11.3643,0.132165,0.644013,-0.674491,162.201,0.3375,104.447,11.4167,0.509604,36.7576,12.8016,154.876,14.6027,0.489764,0.318622,0.0506545,107.263,1.51637,27.628,6.82239,0.0413484,0.201818
12,0,0.0963484,0.964583,0.247222,0.660433,0.916207,0.876681,0.212593,0.0488318,0.595967,115.614,123.584,46.7552,23.7776,28.9551,21.3778,-0.281649,-0.741616,-0.174621,72.7298,-12.1449,34.7758,7.27101,7.69833,7.95871,-1.23993,0.897191,1.06347,39.9597,0.258333,-0.328245,65.9698,0.343773,10.2759,0.178195,-8.16926,-0.118846,26.7252,0.286111,78.3162,36.3509,3.05123,12.8899,6.90853,129.364,24.6345,0.541847,0.307149,0.0678813,146.516,-0.463826,38.1635,8.36276,0.109178,0.223712
13,0,0.0107176,0.10625,0.155556,0.718389,0.883173,0.0866901,0.137653,0.0912527,0.351541,171.106,136.952,98.7376,50.8455,52.0392,43.4269,-0.601486,-0.435206,-0.141613,77.5776,3.71028,16.69,13.1348,3.15668,3.70073,-0.864414,1.04814,0.937197,73.8188,1,1.87171,25.4917,0.214087,4.65499,0.383025,7.33854,0.246132,120.061,0.975,168.902,60.3942,-0.675036,35.4765,6.51974,254.825,33.5619,0.484534,0.47318,0.0349274,47.9162,-1.63078,39.1682,3.96673,0.258717,0.957699
0,0,0.165561,0.525,0.425,0.770808,0.169636,0.502526,0.351311,0.0255514,0.257988,44.9517,116.753,194.524,13.2901,16.6359,20.0409,4.14842,0.458018,0.0363817,70.6702,-8.00425,-29.5218,4.1548,1.51818,2.44908,0.265582,1.16226,8.24864,76.1013,0.179167,2.82758,5.76673,0.53473,5.8918,0.273557,3.29467,0.115301,72.8497,0.138889,75.2447,6.14158,-0.60074,61.2799,3.20614,140.986,21.8193,0.847636,0.30285,0.0365365,68.0143,0.434232,30.2131,6.82995,0.0180613,1.08783
0,0,0.0771181,0.270833,0.416667,0.695941,0.435489,0.217925,0.354957,0.0282155,0.316615,75.2597,78.5565,52.0594,49.748,46.5419,47.0589,1.87392,1.97024,2.33894,58.976,-6.88906,15.705,13.4632,4.70841,6.76353,1.07501,0.622209,0.731535,80.5262,0.908333,4.99147,23.3236,0.74832,15.735,0.479228,-2.19923,1.73405,62.4145,0.133333,131.395,9.51784,0.577702,11.4172,17.0682,112.787,11.8897,0.250376,0.157302,0.0322844,103.714,-4.51559,8.2887,2.48866,0.143171,0.838643
0,0,0.039566,0.304167,0.186111,0.852309,0.633683,0.267535,0.153697,0.0519234,0.301063,174.382,163.543,167.393,28.9459,30.3203,32.4573,-0.219758,-0.225026,-0.244294,84.1666,2.52789,-0.244863,6.3338,0.803533,1.32324,-0.684005,0.75673,-0.263532,83.2896,0.229167,-2.97188,53.427,0.599047,16.1535,0.105316,-0.048659,-1.05908,40.1615,0.416667,54.7168,11.6026,-0.568783,25.0578,17.8015,87.0534,17.6141,0.511629,0.288693,0.0488889,88.1924,0.835397,16.5888,7.63502,0.399213,0.158112
0,0,0.139753,0.925,0.25,0.5001,0.0903662,0.767905,0.208705,0.0422063,0.395664,190.167,198.755,212.217,21.4922,14.1453,11.689,-0.353386,-0.953993,-1.25942,90.5277,-0.289864,-3.83224,2.80084,1.23565,2.11114,-0.9723,-0.0475134,0.0823458,82.671,0.116667,6.54542,7.62907,0.122962,17.262,0.21838,3.14161,0.079471,117.917,0.161111,90.3324,26.4575,6.01858,42.3792,11.266,78.3598,19.5522,0.534338,0.560963,0.0355175,120.079,1.11908,25.3235,6.72763,0.0101628,0.502144
0,0,0.458762,1,0.491667,0.488508,0.764597,1.00495,0.491214,0.0233746,0.0669256,62.8031,87.921,113.619,15.8274,16.2392,17.8852,0.476919,-0.000817905,-0.367699,63.9017,-3.58932,-12.8512,5.32861,1.03919,1.47765,-0.592095,-0.545519,1.8553,97.3024,1,-7.88406,42.0124,0.05036,12.4619,0.092469,-2.37544,-0.905022,115.593,0.470833,179.803,9.36145,-2.40697,46.4756,17.0717,132.769,57.7383,0.519068,0.383557,0.021608,109.498,1.66571,17.926,20.1924,0.0538773,0.22912
1,1,0.0431018,0.18125,0.519444,0.0744722,0.859146,0.186078,0.384592,0.0671321,0.542197,147.087,137.872,119.052,26.0465,25.384,22.7966,-0.190676,-0.321373,-0.23308,78.2723,-0.123998,6.94364,5.92334,2.14011,1.92743,-0.608273,-0.208921,1.99927,46.7797,0.625,1.04704,24.9277,0.0579527,10.7235,0.0800816,28.2193,0.851483,72.9598,0.177778,95.2723,34.1548,-0.964078,57.4811,20.6674,126.278,11.3361,0.861461,0.258546,0.0655363,113.344,1.93498,57.9245,4.05868,0.142234,0.200905
1,1,0.0357292,0.2375,0.2,0.897172,0.91923,0.210307,0.176437,0.047619,0.247807,27.2146,22.6025,12.5546,33.9043,29.1418,17.5987,2.0801,2.2583,4.27833,29.9234,0.10618,11.508,16.3638,3.22706,10.4939,1.412,1.63661,1.71906,84.7011,0.902083,-0.703267,47.3811,0.245861,19.6441,0.0772702,-0.0593816,1.67349,28.3821,0.830556,131.829,31.762,0.552694,12.2457,2.28909,94.8656,53.4801,0.50144,0.21336,0.0541998,110.412,-23.0945,42.2224,13.9705,0.0575868,0.0404985
1,1,0.0145052,0.1625,0.1375,0.146131,0.638723,0.141207,0.113099,0.0807899,0.350816,133.833,118.302,94.6589,69.3531,61.6144,52.8195,0.185789,0.17601,0.144354,70.9198,0.637933,10.6754,17.4997,3.78816,7.63677,-0.482922,0.391993,0.84541,51.8134,0.177083,6.58697,12.7191,0.406883,5.11987,0.150306,-0.228942,-2.03947,117.301,0.483333,174.968,21.7053,0.0469434,16.927,10.7692,112.541,35.3811,0.241144,0.335222,0.134975,58.1116,3.3211,32.8674,5.4215,0.0263368,0.27704
1,1,0.0211285,0.127083,0.227778,0.800702,0.566215,0.115235,0.188065,0.0608053,0.270092,86.2884,78.0737,29.851,49.3817,46.3802,24.6928,1.0516,1.05114,2.02504,58.8048,-5.06262,30.0159,14.5822,4.34293,16.5649,0.321732,0.13653,0.884956,60.6292,1,0.708159,19.0321,0.322507,13.3735,0.701118,1.42132,0.196618,126.987,0.729167,151.402,21.834,0.870465,17.7815,8.92616,130.663,15.1424,0.0907028,0.54793,0.066683,104.568,0.818186,50.3686,7.11407,0.656217,0.0869758
1,1,0.0468808,0.175,0.675,0.951244,0.487948,0.148905,0.599178,0.0702382,0.603126,74.3525,68.7058,72.7715,43.0493,49.7759,56.8462,-0.0523456,0.811019,1.13372,53.6204,4.06294,-0.446816,22.0162,7.23588,10.2005,-0.825766,1.16837,0.12672,78.9101,0.802083,-5.58946,27.253,0.107544,5.22794,0.299846,-0.772717,1.1928,203.404,0.119444,86.1397,73.9364,2.8553,34.5178,15.0612,14.8685,50.2417,0.653771,0.383841,0.167286,83.7409,-0.916878,55.1062,21.0214,0.260266,0.0997211
0,0,0.373102,1,0.508333,0.438052,0.211571,1.02298,0.470967,0.0215132,0.266029,218.497,214.187,207.602,17.0676,15.9139,14.7399,-0.615837,-0.328878,-0.246866,93.4543,0.129186,1.79749,2.75697,0.346702,0.997363,-0.466004,0.293096,-0.218694,39.1971,0.38125,0.902212,27.0458,0.427428,17.6635,0.64605,-1.92916,-0.297222,44.9188,1,202.341,22.767,-3.46928,70.4757,15.9994,52.2824,61.3113,0.497682,0.146787,0.066015,39.0819,1.16926,37.4244,5.46306,0.00239583,0.91787
0,0,0.0065162,0.1,0.0972222,0.539173,0.616585,0.0851067,0.0778286,0.102131,0.329762,213.132,209.467,188.007,59.4034,65.1778,81.6474,-1.33458,-1.35968,-1.00719,90.7932,-1.43023,8.43986,14.134,3.29916,10.9659,-1.56966,-0.548317,1.12941,99.7408,0.386111,19.4669,37.0932,0.0961153,1.3885,0.961233,-1.85542,-2.18596,91.5401,0.320833,159.65,30.6997,-3.64858,5.41873,2.56582,138.92,47.1555,0.549106,0.382959,0.133913,171.562,-1.14161,36.1947,2.89485,0.279873,0.50649
0,0,0.254213,1,0.489583,0.573513,0.842244,1.00082,0.389661,0.0376753,0.480757,45.8569,40.8915,38.3114,31.3294,25.708,20.8415,3.33512,2.94802,1.49112,45.2904,1.863,2.50286,11.5739,3.10239,8.08263,0.491882,1.19186,2.22374,97.8147,0.58125,7.2021,32.7143,0.33666,16.503,0.164107,-1.87395,5.4372,105.311,0.772917,79.6842,28.0492,0.792535,20.6717,15.3777,153.315,47.6323,0.458507,0.418605,0.076509,92.7149,0.260968,47.4324,6.69636,0.02761,0.513924
0,0,0.0771875,0.195833,0.566667,0.925812,0.720725,0.160462,0.517868,0.0360624,0.304443,62.8636,68.8109,34.2718,31.3051,30.5036,26.6093,0.82967,0.754399,1.15204,55.8065,-9.75005,23.0871,11.3941,3.72984,11.8628,-0.00587271,-0.0262173,0.472665,66.856,0.420833,2.04478,24.3919,0.573187,6.03776,0.357841,3.73203,1.75982,140.671,0.547222,45.2172,10.1285,0.173664,62.3314,9.0992,52.9765,56.8675,0.852134,0.382435,0.028459,254.732,-0.180526,33.4937,2.35539,0.0829051,0.382839
0,0,0.0999595,0.997222,0.183333,0.482513,0.261678,0.992634,0.140562,0.0482834,0.453248,111.404,73.3428,48.2042,28.625,22.3186,18.9818,-0.289236,-0.0115714,0.219659,61.8677,7.71704,18.5644,8.17379,2.91307,3.95815,-0.661658,-1.1367,0.579806,63.8072,0.154167,-0.054386,36.4603,0.119975,6.13471,0.270502,4.61948,1.38269,140.272,0.183333,56.3608,14.4581,0.568707,61.8295,8.28069,24.7132,22.2634,0.447586,0.596912,0.0316505,242.358,0.894987,16.9102,3.08954,0.998322,0.247092
1,1,0.0197917,0.160417,0.152778,0.585061,0.252965,0.138861,0.144339,0.0687134,0.192444,163.166,147.613,125.523,53.3135,66.373,65.2963,-0.581382,-0.500211,-0.432924,78.5425,2.19883,10.2858,15.9253,6.45586,7.89747,-0.720585,1.40546,1.87418,57.364,0.25,6.771,47.9004,0.171128,1.66119,0.277031,1.17205,1.26726,177.357,0.325,132.861,18.4397,0.241656,27.2353,15.1645,243.359,57.9873,0.456303,0.869558,0.0143257,81.9952,0.38761,46.5324,21.3984,0.00163773,0.122786
1,1,0.0196933,0.188889,0.2,0.934576,0.279871,0.162479,0.159077,0.078754,0.478707,197.645,182.256,170.099,58.5905,57.5715,46.4686,-0.476993,-0.440661,-0.539245,86.8725,1.92811,3.75885,11.784,1.79284,3.40716,-0.753823,0.63831,-0.846642,75.6025,1,-1.36279,35.0331,0.219659,23.5645,0.295618,-1.3571,-1.27307,107.874,0.558333,113.228,12.2276,-1.13996,42.9211,0.777118,123.706,22.89,0.688619,0.596428,0.0837521,180.706,-1.50279,61.0992,13.2738,0.11304,0.428112
